wiki-ref,old_content,old_time,new_content,new_time 
1224498780,"'''Syed Tareq Hussain''' awc, psc is a Major General of Bangladesh Army and currently serving as the Ambassador of Bangladesh to Kuwait. Earlier, he was Senior Directing Staff (Army) at [[National Defence College (Bangladesh)|National Defence College]]. Prior to that, he was Commandant of [[Bangladesh Ordnance Factories|Bangladesh Ordnance Factory]].<ref>{{Cite web|title=Army chief inaugurates Int'l military exercise 'Shantir Ogroshena'|url=https://www.daily-sun.com/post/545149/Army-chief-inaugurates-Intl-military-exercise-‘Shantir-Ogroshena’|access-date=2021-07-25|website=Daily Sun|language=en}}</ref>",2024-05-18T11:50:27Z,"'''Syed Tareq Hussain''' awc, psc is a Major General of Bangladesh Army and currently serving as the Ambassador of Bangladesh to Kuwait.<ref>{{Cite web |title=Maj Gen Syed Tareq named Bangladesh ambassador to Kuwait |url=https://thefinancialexpress.com.bd/national/maj-gen-syed-tareq-named-bangladesh-ambassador-to-kuwait |access-date=2024-05-18 |website=The Financial Express |language=en}}</ref> Earlier, he was Senior Directing Staff (Army) at [[National Defence College (Bangladesh)|National Defence College]]. Prior to that, he was Commandant of [[Bangladesh Ordnance Factories|Bangladesh Ordnance Factory]].<ref>{{Cite web|title=Army chief inaugurates Int'l military exercise 'Shantir Ogroshena'|url=https://www.daily-sun.com/post/545149/Army-chief-inaugurates-Intl-military-exercise-‘Shantir-Ogroshena’|access-date=2021-07-25|website=Daily Sun|language=en}}</ref>",2024-05-18T19:49:55Z
1224496775,"|5,336<ref>{{Cite web |title=Demographics - CSO - Central Statistics Office |url=https://www.cso.ie/en/releasesandpublications/ep/p-cp7md/p7md/p7dgs/ |access-date=22 September 2023 |website=www.cso.ie |language=en}}</ref>",2024-05-18T00:11:35Z,"|5,336<ref>{{Cite web |title=Census of Population 2016 – Profile 7 Migration and Diversity: Demographics  |url=https://www.cso.ie/en/releasesandpublications/ep/p-cp7md/p7md/p7dgs/ |access-date=22 September 2023 |website=Central Statistics Office |language=en}}</ref>",2024-05-18T19:38:13Z
1224491995,"| bgcolor=""blue"" |147 ||''Lupix the Ice Wolf''|| rowspan=""4"" |Series 31: The Guardians of Tangala || rowspan=""4"" |2024||{{ISBN|978-1-408-37182-4}}|||",2024-05-18T18:08:30Z,"| bgcolor=""blue"" |147 ||''Lupix the Ice Wolf''|| rowspan=""4"" |Series 31: Guardians of Tangala|| rowspan=""4"" |2024||{{ISBN|978-1-408-37182-4}}|||",2024-05-18T19:10:30Z
1224230594,"[[File:Noggin logo 2000.svg|middle|thumb|The original Noggin logo, used for the channel, website and streaming service until June 14, 2019]]",2024-05-17T01:44:29Z,"[[File:Noggin logo 2000.svg|150px|thumb|The original Noggin logo, used for the channel, website and streaming service until June 14, 2019]]",2024-05-17T01:44:49Z
1224401376,,2024-05-16T19:51:34Z,,2024-05-18T05:13:17Z
1224286244,| death_date   = 326 (aged 37),2024-05-17T04:19:21Z,| death_date   = 326 (aged 36/37 or around 26),2024-05-17T12:30:50Z
1224489847,"::::PS also please stop putting CS1-formatted citations into their own separate templates. This article uses CS2 (the citation templates) with short footnotes. When you put a citation into a template, rather than leaving it in the main text of an article, and then make a short footnote to it, it will always generate a harv linking error (look at the hidden categories). In addition, this violates [[WP:CITEVAR]]. —[[User:David Eppstein|David Eppstein]] ([[User talk:David Eppstein|talk]]) 18:55, 18 May 2024 (UTC)",2024-05-18T18:55:27Z,"::::PS also please stop putting CS1-formatted citations into their own separate templates. This article uses CS2 (the citation template, not the cite templates) with short footnotes. When you put a citation into a template, rather than leaving it in the main text of an article, and then make a short footnote to it, it will always generate a harv linking error (look at the hidden categories). In addition, this violates [[WP:CITEVAR]]. —[[User:David Eppstein|David Eppstein]] ([[User talk:David Eppstein|talk]]) 18:55, 18 May 2024 (UTC)",2024-05-18T18:55:46Z
1224498078,"In some examples the meaning is further obscured by adding a second iteration of rhyme and truncation to the original rhymed phrase. For example, the word ""Aris"" is often used to indicate the buttocks. This is the result of a double rhyme, starting with the original rough synonym ""arse"", which is rhymed with ""bottle and glass"", leading to ""bottle"". ""Bottle"" was then rhymed with ""[[Aristotle]]"" and truncated to ""Aris"".<ref>{{Cite book|title=Cockney rabbit : a Dick'n'Arry of rhyming slang|last=Puxley|first=Ray|date=1992|publisher=Robson Books|isbn=978-0-86051-827-3|location=London|pages=4–5|oclc=28477779}}</ref><!--<ref name=mother />DEMANDS VERIFICATION FROM EXPERT OR SECOND SOURCE, SEE EDIT SUMMARY-->",2024-03-24T00:05:00Z,"In some examples the meaning is further obscured by adding a second iteration of rhyme and truncation to the original rhymed phrase. For example, the word ""Aris"" is often used to indicate the buttocks. This is the result of a double rhyme, starting with the original rough synonym ""arse"", which is rhymed with ""bottle and glass"", leading to ""bottle"". ""Bottle"" was then rhymed with ""[[Aristotle]]"" and truncated to ""Aris"".""Aris"" was then rhymed with"" ""[[Plaster of Paris]]"" and truncated to ""Plaster""<ref>{{Cite book|title=Cockney rabbit : a Dick'n'Arry of rhyming slang|last=Puxley|first=Ray|date=1992|publisher=Robson Books|isbn=978-0-86051-827-3|location=London|pages=4–5|oclc=28477779}}</ref><!--<ref name=mother />DEMANDS VERIFICATION FROM EXPERT OR SECOND SOURCE, SEE EDIT SUMMARY-->",2024-05-18T19:45:21Z
1219852272,[[Category:American people of Chinese descent]],2024-02-23T07:34:25Z,[[Category:American actors of Chinese descent]],2024-04-20T07:03:32Z
1186095801,"'''Gerrit Jacobus Korteweg''' (born 17 August 1937) is a retired [[Dutch people|Dutch]] swimmer. He competed at the [[1960 Summer Olympics]] in and 4×100 m [[Relay race|medley relay]] and finished eighth in the latter event.<ref name=r1/><ref name=r2/> In the 200 m [[Butterfly stroke|butterfly]], he finished sixth.<ref>{{Cite web|url=https://www.sports-reference.com/olympics/athletes/ko/gerrit-korteweg-1.html|archive-url=https://web.archive.org/web/20200418071354/https://www.sports-reference.com/olympics/athletes/ko/gerrit-korteweg-1.html|url-status=dead|archive-date=2020-04-18|title=Gerrit Korteweg Bio, Stats, and Results|website=Olympics at Sports-Reference.com|language=en|access-date=2018-10-17}}</ref>",2023-05-25T12:09:33Z,"'''Gerrit Jacobus Korteweg''' (born 17 August 1937) is a retired Dutch swimmer. He competed at the [[1960 Summer Olympics]] in and 4×100 m [[Relay race|medley relay]] and finished eighth in the latter event.<ref name=r1/><ref name=r2/> In the 200 m [[Butterfly stroke|butterfly]], he finished sixth.<ref>{{Cite web|url=https://www.sports-reference.com/olympics/athletes/ko/gerrit-korteweg-1.html|archive-url=https://web.archive.org/web/20200418071354/https://www.sports-reference.com/olympics/athletes/ko/gerrit-korteweg-1.html|url-status=dead|archive-date=2020-04-18|title=Gerrit Korteweg Bio, Stats, and Results|website=Olympics at Sports-Reference.com|language=en|access-date=2018-10-17}}</ref>",2023-11-20T22:18:10Z
1224359847,|[[File:M558.JPG|frameless|150px]],2024-05-13T10:35:43Z,|[[File:M578 recovery vehicle Hunnicutt.jpg|frameless|150px]],2024-05-17T22:46:11Z
1224494081,| fossil_range = {{Fossil range| Llandovery|Lochkovian}},2024-05-18T19:18:08Z,| fossil_range = {{Fossil range| Telychian|Lochkovian}},2024-05-18T19:23:58Z
1224482161,==The Royal Opera House==,2024-05-18T17:51:34Z,,2024-05-18T17:54:04Z
1224479898,*[http://hol.abime.net/798 ''Jim Power in Mutant Planet''] at Amiga Hall of Light,2024-01-04T00:35:54Z,*{{abime|id=798}},2024-05-18T17:38:04Z
1224354141,| caps8 = 32,2024-05-17T18:10:57Z,| caps8 = 31,2024-05-17T21:47:54Z
1222701229,"He has scored for the films ''[[Fruitvale Station]]'', the ''[[Rocky (franchise)|Rocky]]'' franchise, [[Creed (film)|''Creed'']] and ''[[Creed II]]'', [[Venom (2018 film)|''Venom'']], ''[[Tenet (film)|Tenet]]'' and ''[[Turning Red]].''  He also composed the 2021–23 [[fanfare]] for [[Warner Bros. Pictures]] and the current fanfare for the ''[[Star Wars]]'' brand logo and the current [[Disney+]] mnemonic. For his work on the 2018 superhero film ''[[Black Panther (film)|Black Panther]]'', he won the [[Academy Award for Best Original Score]] and the [[Grammy Award for Best Score Soundtrack for Visual Media]]. He further scored the second ''Black Panther'' film, 2022's [[Black Panther: Wakanda Forever|''Wakanda Forever'']], achieving a nomination for the [[Academy Award for Best Original Song]] for ""[[Lift Me Up (Rihanna song)|Lift Me Up]]"" performed by [[Rihanna]]. His work on [[Christopher Nolan]]'s epic biopic ''[[Oppenheimer (film)|Oppenheimer]]'' (2023) earned his first wins at the [[British Academy Film Awards|BAFTA Awards]] and [[Golden Globe Awards]], and a second win at the [[Academy Awards]].",2024-05-07T02:33:12Z,"He has scored for the films ''[[Fruitvale Station]]'', the ''[[Rocky (franchise)|Rocky]]'' franchise, [[Creed (film)|''Creed'']] and ''[[Creed II]]'', [[Venom (2018 film)|''Venom'']], ''[[Tenet (film)|Tenet]]'' and ''[[Turning Red]].''  He also composed the 2021–23 [[fanfare]] for [[Warner Bros. Pictures]] and the new and current fanfare for the ''[[Star Wars]]'' brand logo. For his work on the 2018 superhero film ''[[Black Panther (film)|Black Panther]]'', he won the [[Academy Award for Best Original Score]] and the [[Grammy Award for Best Score Soundtrack for Visual Media]]. He further scored the second ''Black Panther'' film, 2022's [[Black Panther: Wakanda Forever|''Wakanda Forever'']], achieving a nomination for the [[Academy Award for Best Original Song]] for ""[[Lift Me Up (Rihanna song)|Lift Me Up]]"" performed by [[Rihanna]]. His work on [[Christopher Nolan]]'s epic biopic ''[[Oppenheimer (film)|Oppenheimer]]'' (2023) earned his first wins at the [[British Academy Film Awards|BAFTA Awards]] and [[Golden Globe Awards]], and a second win at the [[Academy Awards]].",2024-05-07T12:48:57Z
1224222268,"When the League of Nations was succeeded by the United Nations (UN) after the end of the [[World War II]], Greenidge of the [[Anti-Slavery International]] worked for the UN to continue the investigation of global slavery conducted by the ACE of the League, and in February 1950 the ",2024-05-17T00:30:53Z,"When the League of Nations was succeeded by the United Nations (UN) after the end of the [[World War II]], Greenidge of the Anti-Slavery International worked for the UN to continue the investigation of global slavery conducted by the ACE of the League, and in February 1950 the ",2024-05-17T00:31:44Z
1224039891,[[Category:Aftermath of the First Libyan Civil War]],2024-05-15T02:04:39Z,[[Category:Aftermath of the Libyan civil war (2011)]],2024-05-15T21:52:01Z
1217311618,"Most countries have decimalised their currencies, converting them from non-decimal sub-units to a [[decimal]] system, with one basic currency unit and sub-units that are to a power of [[10 (number)|10]], most commonly 100, and exceptionally 1000; and sometimes at the same time changing the name of the currency or the conversion rate to the new currency. Today, only two countries have non-decimal currencies: [[Mauritania]], where 1 [[Mauritanian ouguiya|ouguiya]] = 5 [[khoums]], and [[Madagascar]], where 1 [[Malagasy ariary|ariary]] = 5 [[iraimbilanja]].<ref>{{Cite web|url=http://famouswonders.com/malagasy-ariary/|title=Malagasy Ariary|website=famouswonders.com|date=4 April 2011|access-date=2016-12-13}}</ref> However, these are only theoretically non-decimal, as, in both cases, the value of the main unit is so low that the sub-units are too small to be of any practical use and coins of the sub-units are no longer used. [[Russia]] was the first country to convert to a decimal currency when it decimalised under Tsar [[Peter the Great]] in 1704, resulting in the [[Russian ruble|ruble]] being equal to 100 kopeks.<ref>{{Cite web|url=http://numismatics.org/pocketchange/peter/|title=The Reign of Peter the Great as Represented in the ANS Collection &#124; Pocket Change}}</ref><ref name="":0"" />",2024-04-05T02:10:05Z,"Most countries have decimalised their currencies, converting them from non-decimal sub-units to a [[decimal]] system, with one basic currency unit and sub-units that are to a power of [[10 (number)|10]], most commonly 100, and exceptionally 1000; and sometimes at the same time changing the name of the currency or the conversion rate to the new currency. Today, only two countries have non-decimal currencies: [[Mauritania]], where 1 [[Mauritanian ouguiya|ouguiya]] = 5 [[khoums]], and [[Madagascar]], where 1 [[Malagasy ariary|ariary]] = 5 [[iraimbilanja]].<ref>{{Cite web|url=http://famouswonders.com/malagasy-ariary/|title=Malagasy Ariary|website=famouswonders.com|date=4 April 2011|access-date=2016-12-13}}</ref> However, these are only theoretically non-decimal, as, in both cases, the value of the main unit is so low that the sub-units are too small to be of any practical use and coins of the sub-units are no longer used. [[Russia]] was the first country to convert to a decimal currency when it decimalised under Tsar [[Peter the Great]] in 1704, resulting in the [[Russian ruble|ruble]] being equal to 100 kopeks.<ref>{{Cite web|url=http://numismatics.org/pocketchange/peter/|title=The Reign of Peter the Great as Represented in the ANS Collection &#124; Pocket Change}}</ref><ref name="":0"">The new Encyclopaedia. Britannica. Volume 25.1994</ref>",2024-04-05T02:22:45Z
1224497901,"<math display=""block"">N\mathbb{v}f =- {\frac{RT}{c}} \nabla c</math>",2024-05-18T19:11:55Z,"<math display=""block"">N\mathbf{v}f =- {\frac{RT}{c}} \nabla c</math>",2024-05-18T19:44:29Z
1224459024,| Gini                   = 35.7 <!--number only-->,2024-05-11T06:55:46Z,| Gini                   = 36.8 <!--number only-->,2024-05-18T15:08:00Z
1224498908,{{more citations needed|date=December 2023}},2024-05-16T07:48:56Z,,2024-05-18T19:50:47Z
1224497761,"<blockquote>A human being is a sympathetic entity. No matter how terrible a person might be, someone with an artist’s point of view will try to render his individuality without condescension or contempt. That’s the natural function of a dramatist. The movies I’ve made have no connection to my personal beliefs. They don’t say, ""Do this"", or ""Don't do that"". They portray a kind of emptiness in people who are living through a transitional cultural period when they don’t know who they are or what to do.""<ref>{{Cite web |title=Conversation with Paul Morrissey (Part I) {{!}} Jonathan Rosenbaum |url=https://jonathanrosenbaum.net/2021/12/conversation-with-paul-morrissey-part-i/ |access-date=2024-05-18 |website=jonathanrosenbaum.net}}</ref></blockquote>",2024-05-18T19:42:20Z,"<blockquote>""A human being is a sympathetic entity. No matter how terrible a person might be, someone with an artist’s point of view will try to render his individuality without condescension or contempt. That’s the natural function of a dramatist. The movies I’ve made have no connection to my personal beliefs. They don’t say, ""Do this"", or ""Don't do that"". They portray a kind of emptiness in people who are living through a transitional cultural period when they don’t know who they are or what to do.""<ref>{{Cite web |title=Conversation with Paul Morrissey (Part I) {{!}} Jonathan Rosenbaum |url=https://jonathanrosenbaum.net/2021/12/conversation-with-paul-morrissey-part-i/ |access-date=2024-05-18 |website=jonathanrosenbaum.net}}</ref></blockquote>",2024-05-18T19:43:37Z
1224478714,* [http://hol.abime.net/2912 ''California Games''] for the Amiga at the Hall of Light (HOL),2023-11-13T13:37:36Z,* {{abime|id=2912}},2024-05-18T17:30:41Z
1224448819,"| ABielefe  = [[3. Liga]]       | ABielefe2  = [[2022–23 2. Bundesliga|2022–23]] | ABielefe3  = [[2. Bundesliga]], 16th of 18 (relegated)",2023-06-11T13:19:43Z,"| ABielefe  = [[3. Liga]]       | ABielefe2  = [[2023–24 3. Liga|2023–24]] | ABielefe3  = 3. Liga, 14th of 20",2024-05-18T13:42:59Z
1210612636,"Speculation about whether Kling was Jewish has persisted over the years.  One source says he used the name ""Kline"" early in his career,<ref>""Birthday Greetings"", 1912, 12</ref> a surname that is sometimes (but not always) Jewish.  And although he was married to a Jewish woman in a ceremony conducted by a Reform Jewish rabbi, there are questions that have never been fully resolved. The major Jewish newspapers never questioned Kling's Jewishness: writers and reporters frequently referred to him as Jewish, in articles from the 1920s through the 1970s.  The Boston ''Jewish Advocate'' was among those that asserted his real name was John Kline, and said he had even played baseball under that name; one writer said he was ""the first of the Jewish [baseball] pioneers"" (Harold U. Ribalow, ""Johnny Kling Showed the Way"", ''Jewish Advocate'', 12 April 1951, p.&nbsp;22). But even earlier, the story of Kling's Jewishness was given a vote of confidence by New York Giants owner-manager John McGraw, who knew Kling and referred to him as a Jewish ballplayer in a 1923 article, ""Jewish Baseball Players Wanted"" (''American Israelite'', 9 August 1923, p.&nbsp;6).  Among contemporary authors who believe he was Jewish is Dr. Gil Bogen, who wrote a book about Kling's life.<ref>{{cite web|url=http://www.kcjc.com/200604073383/news/book-seeks-to-restore-cub-great-s-jewish-heritage.html |title=Book seeks to restore Cub great's Jewish heritage |work=KC Jewish Chronicle |date=April 7, 2006 |access-date=August 8, 2010 }}{{dead link|date=April 2017 |bot=InternetArchiveBot |fix-attempted=yes }}</ref>  But some researchers dispute this, and years after his death, his widow Lillian, who was definitely Jewish, seemed to deny that her husband was ever Jewish.<ref>Al Yellon, http://www.bleedcubbieblue.com/2006/12/16/55453/749</ref> In a 1976 ''[[Esquire (magazine)|Esquire]]'' magazine article, sportswriter Harry Stein published an ""All Time All-Star Argument Starter"", consisting of five ethnic baseball teams. Kling was the catcher on Stein's Jewish team. (A reader, however, wrote in and pointed out that Kling was not Jewish but his wife was; and suggested [[Harry Danning]] instead.)",2024-02-08T19:21:58Z,"Speculation about whether Kling was Jewish has persisted over the years. One source says he used the name ""Kline"" early in his career,<ref>""Birthday Greetings"", 1912, 12</ref> a surname that is sometimes (but not always) Jewish. And although he was married to a Jewish woman in a ceremony conducted by a Reform Jewish rabbi, there are questions that have never been fully resolved. The major Jewish newspapers never questioned Kling's Jewishness: writers and reporters frequently referred to him as Jewish, in articles from the 1920s through the 1970s.  The Boston ''Jewish Advocate'' was among those that asserted his real name was John Kline, and said he had even played baseball under that name; one writer said he was ""the first of the Jewish [baseball] pioneers"" (Harold U. Ribalow, ""Johnny Kling Showed the Way"", ''Jewish Advocate'', 12 April 1951, p.&nbsp;22). But even earlier, the story of Kling's Jewishness was given a vote of confidence by New York Giants owner-manager John McGraw, who knew Kling and referred to him as a Jewish ballplayer in a 1923 article, ""Jewish Baseball Players Wanted"" (''American Israelite'', 9 August 1923, p.&nbsp;6).  Among contemporary authors who believe he was Jewish is Dr. Gil Bogen, who wrote a book about Kling's life.<ref>{{cite web|url=http://www.kcjc.com/200604073383/news/book-seeks-to-restore-cub-great-s-jewish-heritage.html |title=Book seeks to restore Cub great's Jewish heritage |work=KC Jewish Chronicle |date=April 7, 2006 |access-date=August 8, 2010 }}{{dead link|date=April 2017 |bot=InternetArchiveBot |fix-attempted=yes }}</ref>  But some researchers dispute this, and years after his death, his widow Lillian, who was definitely Jewish, seemed to deny that her husband was ever Jewish.<ref>Al Yellon, http://www.bleedcubbieblue.com/2006/12/16/55453/749</ref>",2024-02-27T13:29:21Z
1221892238,"In the summer of 1998, [[Pantaleo Corvino]] was appointed new [[sports director]], gaining a reputation for scouting new talents in the years to come. The team was good enough to return to Serie A in 1999 and begin another three-year stint in the top-flight, with yet another return to Serie A in 2003.",2024-04-29T23:36:32Z,"In the summer of 1998, [[Pantaleo Corvino]] was appointed new sports director, gaining a reputation for scouting new talents in the years to come. The team was good enough to return to Serie A in 1999 and begin another three-year stint in the top-flight, with yet another return to Serie A in 2003.",2024-05-02T16:34:56Z
1224195738,|[[Cruiserweight]],2024-05-16T12:09:59Z,|[[Cruiserweight (boxing)|Cruiserweight]],2024-05-16T20:42:58Z
1223666759,"Use of the sea for leisure developed in the nineteenth century, and became a significant industry in the twentieth century.<ref>{{cite web | url=http://www.icomia.com/ | title=The voice of the recreational marine industry worldwide | publisher=International Council of Marine Industry Associations | year=2013 | access-date=25 April 2013 | archive-date=1 November 2014 | archive-url=https://web.archive.org/web/20141101141157/http://www.icomia.com/ | url-status=live }}</ref> Maritime leisure activities are varied, and include self-organized trips [[Cruising (maritime)|cruising]], [[yachting]], [[Offshore powerboat racing|powerboat racing]]<ref>{{cite web |url=http://www.yachtingmagazine.com/ |title=Yachting |publisher=YachtingMagazine.com |access-date=17 September 2013 |archive-date=8 May 2014 |archive-url=https://web.archive.org/web/20140508062206/http://www.yachtingmagazine.com/ |url-status=live }}</ref> and [[Recreational boat fishing|fishing]];<ref>{{cite book | title=Global Challenges in Recreational Fisheries | publisher=John Wiley and Sons | year=2008 |isbn=978-0-470-69814-3| editor-last1=Aas |editor-first1=Øystein  |page=5}}</ref> commercially organized voyages on [[cruise ships]];<ref>{{cite book | title=Cruise Ship Tourism | url=https://archive.org/details/cruiseshiptouris00dowl | url-access=limited | publisher=CABI|isbn=978-1-84593-049-3 | year=2006 | editor-last1=Dowling |editor-first1=Ross Kingston |page=[https://archive.org/details/cruiseshiptouris00dowl/page/n24 3]}}</ref> and trips on smaller vessels for [[ecotourism]] such as [[whale watching]] and coastal [[birdwatching]].<ref>{{cite book | title=Marine Ecotourism: Between the Devil and the Deep Blue Sea | url=https://archive.org/details/marineecotourism00cate | url-access=limited | publisher=CABI | last1=Cater | first1=Carl |last2=Cater |first2=Erlet | year=2007 |page=[https://archive.org/details/marineecotourism00cate/page/n17 8] |isbn=978-1-84593-260-2}}</ref>",2024-05-11T21:40:59Z,"Use of the sea for leisure developed in the nineteenth century, and became a significant industry in the twentieth century.<ref>{{cite web | url=http://www.icomia.com/ | title=The voice of the recreational marine industry worldwide | publisher=International Council of Marine Industry Associations | year=2013 | access-date=25 April 2013 | archive-date=1 November 2014 | archive-url=https://web.archive.org/web/20141101141157/http://www.icomia.com/ | url-status=live }}</ref> Maritime leisure activities are varied, and include [[beachgoing]], [[Cruising (maritime)|cruising]], [[yachting]], [[Offshore powerboat racing|powerboat racing]]<ref>{{cite web |url=http://www.yachtingmagazine.com/ |title=Yachting |publisher=YachtingMagazine.com |access-date=17 September 2013 |archive-date=8 May 2014 |archive-url=https://web.archive.org/web/20140508062206/http://www.yachtingmagazine.com/ |url-status=live }}</ref> and [[Recreational boat fishing|fishing]];<ref>{{cite book | title=Global Challenges in Recreational Fisheries | publisher=John Wiley and Sons | year=2008 |isbn=978-0-470-69814-3| editor-last1=Aas |editor-first1=Øystein  |page=5}}</ref> commercially organized voyages on [[cruise ships]];<ref>{{cite book | title=Cruise Ship Tourism | url=https://archive.org/details/cruiseshiptouris00dowl | url-access=limited | publisher=CABI|isbn=978-1-84593-049-3 | year=2006 | editor-last1=Dowling |editor-first1=Ross Kingston |page=[https://archive.org/details/cruiseshiptouris00dowl/page/n24 3]}}</ref> and trips on smaller vessels for [[ecotourism]] such as [[whale watching]] and coastal [[birdwatching]].<ref>{{cite book | title=Marine Ecotourism: Between the Devil and the Deep Blue Sea | url=https://archive.org/details/marineecotourism00cate | url-access=limited | publisher=CABI | last1=Cater | first1=Carl |last2=Cater |first2=Erlet | year=2007 |page=[https://archive.org/details/marineecotourism00cate/page/n17 8] |isbn=978-1-84593-260-2}}</ref>",2024-05-13T16:00:44Z
1223525407,|report     = ,2023-12-28T20:39:27Z,|report     = https://www.facebook.com/photo/?fbid=178947924889178&set=pcb.178948504889120,2024-05-12T18:44:53Z
1223356555,"| —{{efn|group=upper-alpha|""Loneliness"" did not enter the UK Singles Chart Top 100 but debuted and peaked at number 23 on the UK Singles Downloads Chart Top 100.<ref>{{cite web|url=https://www.officialcharts.com/charts/singles-downloads-chart/20240202/7000/|title=Official Singles Downloads Chart on 2/2/2024 2 February 2024 – 8 February 2024|website=Official Charts|date=2 February 2024|access-date=2 February 2024}}</ref>}} |10 || — || — || — || — || —",2024-05-10T12:00:58Z,"| —{{efn|group=upper-alpha|""Loneliness"" did not enter the UK Singles Chart Top 100 but debuted and peaked at number 23 on the UK Singles Downloads Chart Top 100.<ref>{{cite web|url=https://www.officialcharts.com/charts/singles-downloads-chart/20240202/7000/|title=Official Singles Downloads Chart on 2/2/2024 2 February 2024 – 8 February 2024|website=Official Charts|date=2 February 2024|access-date=2 February 2024}}</ref>}} |10 || — || — || — || — || — || – |",2024-05-11T15:46:42Z
1223226425,[[File:Earth-Moon_system_as_seen_from_Saturn_(PIA17171).jpg|thumb|left|750px|frame|Earth as pictured by the Cassini satellite from a billion miles away]],2022-11-04T19:18:02Z,[[File:Earth-Moon_system_as_seen_from_Saturn_(PIA17171).jpg|thumb|left|750px|Earth as pictured by the Cassini satellite from a billion miles away]],2024-05-10T18:01:42Z
1216770324,[[Category:Finance Ministers of Pakistan]],2023-08-25T00:38:32Z,[[Category:Ministers of finance of Pakistan]],2024-04-01T21:53:51Z
1224492777,"In May of 2024, foreign students from [[India]], [[Pakistan]], and [[Bangladesh]], among others, were attacked by mobs in Bishkek, Kyrgyzstan",2024-05-18T19:14:59Z,"In May of 2024, foreign students from [[India]], [[Pakistan]], and [[Bangladesh]], among others, were attacked by mobs in Bishkek, Kyrgyzstan.",2024-05-18T19:15:17Z
1224216496,"In the [[Brussels Conference Act of 1890]], the signatories ""declared that they were equally animated by the firm intention of putting an end to the [[human trafficking|traffic]] in African [[slaves]]"". It was supplemented and revised by the Convention of Saint-Germain-en-Laye, signed by the Allied Powers of the [[First World War]] on 10 September 1919,<ref>[http://www.worldlii.org/int/other/LNTSer/1922/19.html United States of America – Convention revising the General Act of Berlin, 26 February 1885, and of the General Act and the Declaration of Brussels, 2 July 1890, signed at Saint-Germain-en-Laye, 10 September 1919 (1922) LNTSer 19; 8 LNTS 27]</ref> in which the signatories undertook to ""endeavour to secure the complete suppression of slavery in all its forms and of the slave trade by land and sea"" (Article 11).  The [[Red Sea slave trade]] and slavery in the Arabian Peninsula, and particular the [[slave trade in Saudi Arabia|slave trade in Hejaz]], attracted attention by the [[League of Nations]] and contributed to the creation of the later 1926 Slavery Convention, obliging the British to combat the slave trade in the area.<ref>Suzanne Miers: ''[https://books.google.com/books?id=zZk9Y-HTQzcC&q=1926+Slavery+Convention Slavery in the Twentieth Century: The Evolution of a Global Problem]''</ref>",2024-04-20T01:55:38Z,"In the [[Brussels Conference Act of 1890]], the signatories ""declared that they were equally animated by the firm intention of putting an end to the [[human trafficking|traffic]] in African [[slaves]]"". It was supplemented and revised by the Convention of Saint-Germain-en-Laye, signed by the Allied Powers of the [[First World War]] on 10 September 1919,<ref>[http://www.worldlii.org/int/other/LNTSer/1922/19.html United States of America – Convention revising the General Act of Berlin, 26 February 1885, and of the General Act and the Declaration of Brussels, 2 July 1890, signed at Saint-Germain-en-Laye, 10 September 1919 (1922) LNTSer 19; 8 LNTS 27]</ref> in which the signatories undertook to ""endeavour to secure the complete suppression of slavery in all its forms and of the slave trade by land and sea"" (Article 11).  ",2024-05-16T23:38:25Z
1224497723,"*[[Bjarne Andersson]], 64, Swedish cross-county skier, Olympic silver medallist ([[Cross-country skiing at the 1968 Winter Olympics – Men's 4 × 10 kilometre relay|1968]]).",2024-05-18T19:37:35Z,"*[[Bjarne Andersson]], 64, Swedish [[cross-country skier]], Olympic silver medallist ([[Cross-country skiing at the 1968 Winter Olympics – Men's 4 × 10 kilometre relay|1968]]).<ref>{{cite web |last1= |first1= |title=Olympedia – Bjarne Andersson |url=https://www.olympedia.org/athletes/83611 |website=olympedia.org |publisher=[[OlyMADMen]] |access-date=18 May 2024 |language= |date=}}</ref>",2024-05-18T19:43:24Z
1195855214,[[Category:Cultural depictions of American men]],2023-12-30T23:15:59Z,[[Category:Cultural depictions of American people]],2024-01-15T16:57:35Z
1224460711,| creator              = ,2024-04-16T21:16:19Z,| creator              = Todd Harris,2024-05-18T15:21:16Z
